"round","z1","z2","y"
3964,52,68,0
3965,13,68,1
3966,27,25,1
3967,100,79,0
3968,25,102,0
3969,40,100,0
3970,96,104,1
3971,59,71,1
3972,95,17,0
3973,19,74,1
3974,93,54,0
3975,20,6,1
3976,42,12,1
3977,54,16,1
3978,91,1,1
3979,20,58,0
3980,73,36,0
3981,91,3,0
3982,64,42,0
3983,97,98,1
3984,41,93,1
3985,57,15,0
3986,88,90,1
3987,63,86,0
3988,5,80,1
3989,18,75,1
3990,22,2,1
3991,30,109,1
3992,93,1,1
3993,12,93,0
3994,87,19,0
3995,58,28,1
3996,54,92,0
3997,37,57,1
3998,7,32,0
3999,50,83,0
4000,31,46,0
4001,21,31,1
4002,30,103,0
4003,51,40,0
4004,26,92,0
4005,24,44,0
4006,9,67,0
4007,5,102,0
4008,93,5,1
4009,2,103,1
4010,77,89,0
4011,32,67,0
4012,109,28,1
4013,109,101,0
4014,16,19,0
4015,50,17,0
4016,7,87,1
4017,109,86,0
4018,75,26,1
4019,100,91,0
4020,37,64,1
4021,66,33,1
4022,29,35,1
4023,11,42,0
4024,40,53,1
4025,58,55,1
4026,86,48,0
4027,14,72,0
4028,24,52,1
4029,31,4,0
4030,30,95,0
4031,4,67,1
4032,13,16,1
4033,11,73,1
4034,31,91,0
4035,11,94,0
4036,50,87,0
4037,80,106,0
4038,108,90,1
4039,82,26,1
4040,2,75,0
4041,33,82,0
4042,40,95,1
4043,3,57,1
4044,3,43,1
4045,34,15,0
4046,85,50,1
4047,2,18,0
4048,41,40,1
4049,36,52,1
4050,20,57,1
4051,9,87,1
4052,23,53,1
4053,55,3,1
4054,60,41,0
4055,19,105,0
4056,48,44,0
4057,100,105,1
4058,104,52,1
4059,22,104,0
4060,104,18,0
4061,33,93,0
4062,57,80,1
4063,65,84,1
4064,42,54,1
4065,22,39,1
4066,76,85,0
4067,53,68,0
4068,89,77,0
4069,33,28,0
4070,48,73,0
4071,16,63,0
4072,58,21,1
4073,75,68,1
4074,14,33,1
4075,36,25,1
4076,8,45,0
4077,48,21,1
4078,74,54,0
4079,94,63,1
4080,40,4,1
4081,27,23,0
4082,16,37,1
4083,17,85,1
4084,36,29,0
4085,71,72,0
4086,4,98,0
4087,11,98,0
4088,64,79,0
4089,83,107,0
4090,68,66,1
4091,74,6,0
4092,30,22,0
4093,36,49,0
4094,91,52,1
4095,13,33,1
4096,80,60,1
4097,29,38,0
4098,37,52,1
4099,41,108,1
4100,62,58,0
4101,100,59,0
4102,78,86,0
4103,84,80,1
4104,13,64,0
4105,63,27,1
4106,95,81,0
4107,59,60,1
4108,75,105,0
4109,60,106,0
4110,22,109,1
4111,108,64,0
4112,54,82,0
4113,12,93,0
4114,72,97,0
4115,59,53,1
4116,38,46,0
4117,98,47,0
4118,90,20,0
4119,59,74,0
4120,63,70,0
4121,89,70,0
4122,17,75,0
4123,40,6,0
4124,45,10,1
4125,21,102,0
4126,53,93,0
4127,58,109,0
4128,19,64,0
4129,36,69,0
4130,22,53,0
4131,70,36,0
4132,87,28,1
4133,76,44,0
4134,42,48,0
4135,95,36,1
4136,101,46,0
4137,89,106,0
4138,54,40,0
4139,82,51,0
4140,65,22,0
4141,12,94,0
4142,96,8,0
4143,44,93,0
4144,11,3,0
4145,8,22,1
4146,75,101,0
4147,39,19,0
4148,105,88,1
4149,37,34,1
4150,24,22,1
4151,16,59,0
4152,2,91,0
4153,1,70,0
4154,21,78,1
4155,95,50,1
4156,106,62,0
4157,12,18,0
4158,43,90,0
4159,22,6,1
4160,39,31,1
4161,74,84,0
4162,83,5,0
4163,85,72,0
4164,55,44,0
4165,93,56,0
4166,16,63,1
4167,27,52,0
4168,68,2,1
4169,50,73,1
4170,43,46,1
4171,34,79,0
4172,98,85,1
4173,58,108,1
4174,9,31,1
4175,72,84,1
4176,43,87,1
4177,22,102,1
4178,36,53,0
4179,52,57,0
4180,77,55,0
4181,57,48,0
4182,43,45,0
4183,7,26,1
4184,47,34,1
4185,38,72,1
4186,3,77,1
4187,87,98,1
4188,87,78,1
4189,6,86,1
4190,28,6,1
4191,19,97,0
4192,70,98,0
4193,8,57,1
4194,48,32,1
4195,12,100,1
4196,71,94,0
4197,83,23,0
4198,76,107,0
4199,30,50,0
4200,30,63,0
4201,43,34,1
4202,92,40,0
4203,41,92,0
4204,9,86,1
4205,30,9,0
4206,19,66,0
4207,98,30,0
4208,89,78,0
4209,85,22,0
4210,87,62,0
4211,65,5,1
4212,68,76,0
4213,58,82,0
4214,104,101,0
4215,25,48,1
4216,24,65,1
4217,41,92,1
4218,18,34,1
4219,14,15,1
4220,100,58,1
4221,67,31,1
4222,19,82,0
4223,48,69,0
4224,69,43,1
4225,91,6,1
4226,24,75,0
4227,27,59,1
4228,59,3,0
4229,95,97,0
4230,72,30,1
4231,46,95,1
4232,6,34,0
4233,7,36,0
4234,65,98,0
4235,54,5,1
4236,88,94,0
4237,108,101,0
4238,86,89,0
4239,58,57,1
4240,77,6,1
4241,37,93,0
4242,40,15,1
4243,91,29,0
4244,48,102,0
4245,14,92,1
4246,6,97,1
4247,33,5,0
4248,13,10,1
4249,8,79,1
4250,53,45,0
4251,83,41,0
4252,98,64,0
4253,7,3,1
4254,35,45,0
4255,104,87,0
4256,52,97,0
4257,76,51,0
4258,34,10,0
4259,47,28,1
4260,108,74,0
4261,99,45,0
4262,24,81,1
4263,103,55,0
4264,4,31,1
4265,97,2,0
4266,38,10,1
4267,84,85,0
4268,80,51,1
4269,18,90,0
4270,52,29,1
4271,84,98,0
4272,48,56,1
4273,87,6,0
4274,88,86,0
4275,92,67,0
4276,66,54,0
4277,51,94,1
4278,75,95,0
4279,44,82,0
4280,95,98,0
4281,108,10,1
4282,98,70,1
4283,93,79,0
4284,107,10,1
4285,86,66,1
4286,84,8,1
4287,27,87,1
4288,89,60,0
4289,54,88,1
4290,10,66,1
4291,66,79,1
4292,12,93,0
4293,10,48,0
4294,30,43,0
4295,62,4,1
4296,52,66,1
4297,60,51,1
4298,80,98,1
4299,98,95,0
4300,109,103,0
4301,66,104,0
4302,22,14,1
4303,89,55,1
4304,108,12,0
4305,14,61,1
4306,102,37,1
4307,92,11,0
4308,33,14,1
4309,42,84,1
4310,73,30,1
4311,28,84,1
4312,102,25,1
4313,34,73,0
4314,20,58,0
4315,32,42,0
4316,94,99,1
4317,63,108,0
4318,26,58,1
4319,73,88,0
4320,74,82,1
4321,52,77,0
4322,72,21,0
4323,40,20,1
4324,37,57,1
4325,102,49,0
4326,37,33,0
4327,24,18,1
4328,106,97,0
4329,104,18,0
4330,63,61,1
4331,49,78,0
4332,54,15,1
4333,75,93,1
4334,16,27,0
4335,5,99,0
4336,19,88,0
4337,101,37,0
4338,97,45,0
4339,34,27,0
4340,12,103,1
4341,89,84,0
4342,39,28,1
4343,27,46,1
4344,20,59,1
4345,43,53,0
4346,6,105,0
4347,105,42,0
4348,36,33,1
4349,23,73,1
4350,14,56,1
4351,44,34,1
4352,15,100,0
4353,56,58,1
4354,19,69,0
4355,103,59,0
4356,74,17,0
4357,45,58,0
4358,67,83,0
4359,78,36,1
4360,86,91,0
4361,61,6,0
4362,7,57,1
4363,106,41,0
4364,54,51,1
4365,90,94,0
4366,98,1,1
4367,106,20,0
4368,27,1,1
4369,43,105,0
4370,24,42,0
4371,32,45,0
4372,65,101,0
4373,9,34,1
4374,94,100,0
4375,98,34,1
4376,1,43,1
4377,54,80,1
4378,20,80,1
4379,85,67,0
4380,15,69,0
4381,26,83,1
4382,84,42,1
4383,93,10,0
4384,58,74,1
4385,47,18,1
4386,102,92,1
4387,71,63,0
4388,95,46,0
4389,71,42,0
4390,96,1,0
4391,19,1,0
4392,58,98,1
4393,53,75,0
4394,47,17,1
4395,15,55,0
4396,49,36,0
4397,11,88,1
4398,20,106,1
4399,7,30,1
4400,93,104,0
4401,16,10,0
4402,62,50,0
4403,4,2,1
4404,10,39,1
4405,52,41,0
4406,39,57,0
4407,18,64,0
4408,49,1,0
4409,85,67,1
4410,50,11,0
4411,55,38,1
4412,9,24,0
4413,46,25,1
4414,56,48,0
4415,85,44,0
4416,7,56,1
4417,51,8,1
4418,30,76,0
4419,90,70,0
4420,99,68,1
4421,29,44,0
4422,94,32,0
4423,15,101,0
4424,68,49,1
4425,101,19,0
4426,95,87,0
4427,60,62,0
4428,1,29,1
4429,31,73,0
4430,14,34,1
4431,26,21,1
4432,100,30,0
4433,86,52,1
4434,41,84,1
4435,46,54,0
4436,108,93,0
4437,23,21,1
4438,84,21,1
4439,65,87,1
4440,38,13,0
4441,69,25,1
4442,65,21,1
4443,92,24,1
4444,16,99,0
4445,8,88,0
4446,36,63,0
4447,107,104,1
4448,38,59,1
4449,89,8,1
4450,43,93,1
4451,66,27,1
4452,66,69,1
4453,52,19,1
4454,48,90,1
4455,55,18,0
4456,77,60,1
4457,60,58,0
4458,9,4,1
4459,62,92,1
4460,57,60,1
4461,47,16,0
4462,52,76,0
4463,74,30,1
4464,93,44,0
4465,58,47,0
4466,74,33,1
4467,32,46,1
4468,77,96,0
4469,107,12,1
4470,27,79,1
4471,55,83,1
4472,72,95,0
4473,87,23,1
4474,20,80,1
4475,86,16,0
4476,14,32,0
4477,108,23,1
4478,28,24,1
4479,101,6,0
4480,60,70,0
4481,103,77,1
4482,88,11,1
4483,68,4,0
4484,100,90,1
4485,68,46,0
4486,95,35,0
4487,70,91,0
4488,49,81,0
4489,100,37,1
4490,86,29,1
4491,68,98,0
4492,37,54,0
4493,104,31,1
4494,36,7,0
4495,16,67,1
4496,47,46,1
4497,62,77,1
4498,66,86,1
4499,63,85,1
4500,8,106,1
4501,27,95,1
4502,61,92,1
4503,90,40,1
4504,100,35,1
4505,70,26,1
4506,85,12,1
4507,74,35,1
4508,18,17,0
4509,60,44,0
4510,58,107,1
4511,103,84,1
4512,30,65,0
4513,25,45,0
4514,94,6,0
4515,46,105,1
4516,108,74,1
4517,3,37,1
4518,99,9,1
4519,84,36,0
4520,18,92,1
4521,5,77,1
4522,31,60,1
4523,61,78,0
4524,94,41,0
4525,2,69,0
4526,23,45,0
4527,83,19,1
4528,57,17,0
4529,26,70,0
4530,101,55,0
4531,91,107,0
4532,3,67,1
4533,60,30,0
4534,34,61,1
4535,2,108,0
4536,21,51,1
4537,34,107,0
4538,62,18,0
4539,105,20,1
4540,68,99,0
4541,37,57,1
4542,77,8,1
4543,4,77,0
4544,44,56,1
4545,82,36,1
4546,35,16,0
4547,37,86,1
4548,35,55,1
4549,58,22,0
4550,70,102,0
4551,105,1,0
4552,88,103,1
4553,88,38,0
4554,49,57,0
4555,106,102,0
4556,4,11,0
4557,37,52,0
4558,58,47,0
4559,75,88,1
4560,17,80,0
4561,97,63,1
4562,98,10,1
4563,108,63,0
4564,6,63,1
4565,91,13,1
4566,9,101,0
4567,73,64,1
4568,75,76,1
4569,39,73,1
4570,92,61,1
4571,25,97,0
4572,92,15,1
4573,98,73,1
4574,20,102,1
4575,106,50,0
4576,8,49,1
4577,60,79,0
4578,34,84,1
4579,10,67,1
4580,96,69,1
4581,78,36,0
4582,79,63,0
4583,74,78,1
4584,37,94,1
4585,74,17,1
4586,23,57,1
4587,80,79,1
4588,23,105,1
4589,44,57,1
4590,52,79,0
4591,31,58,0
4592,89,2,0
4593,55,98,0
4594,37,49,1
4595,22,82,1
4596,5,30,0
4597,87,38,0
4598,79,90,1
4599,21,72,1
4600,86,70,1
4601,52,87,1
4602,14,70,1
4603,13,36,1
4604,13,104,0
4605,105,48,0
4606,31,10,0
4607,51,66,0
4608,32,21,1
4609,21,30,1
4610,38,45,0
4611,22,19,1
4612,34,3,0
4613,88,67,1
4614,42,24,0
4615,39,91,1
4616,92,41,0
4617,41,100,1
4618,42,43,0
4619,45,18,0
4620,100,25,1
4621,50,100,0
4622,77,40,0
4623,11,31,1
4624,89,62,1
4625,18,21,1
4626,102,101,1
4627,83,34,1
4628,75,38,0
4629,69,4,0
4630,73,76,1
4631,98,10,0
4632,54,90,1
4633,8,12,1
4634,93,100,1
4635,108,24,0
4636,99,53,0
4637,52,69,0
4638,14,34,1
4639,73,20,1
4640,37,39,0
4641,107,32,0
4642,33,29,1
4643,89,33,1
4644,50,52,1
4645,64,40,1
4646,64,18,0
4647,70,92,1
4648,39,104,1
4649,25,61,1
4650,41,101,0
4651,95,1,0
4652,12,50,0
4653,97,81,0
4654,23,68,0
4655,88,62,0
4656,80,75,1
4657,13,83,1
4658,1,99,1
4659,52,34,0
4660,36,98,0
4661,78,24,1
4662,94,72,0
4663,18,26,1
4664,19,109,0
4665,73,75,0
4666,73,92,1
4667,9,19,0
4668,36,41,0
4669,45,32,0
4670,64,7,0
4671,77,53,1
4672,21,63,0
4673,84,4,1
4674,38,16,1
4675,24,40,1
4676,18,28,1
4677,11,55,1
4678,11,69,1
4679,70,59,1
4680,6,61,1
4681,100,44,1
4682,78,4,1
4683,1,41,0
4684,71,68,1
4685,3,65,0
4686,18,61,1
4687,62,102,1
4688,59,98,0
4689,14,1,0
4690,24,98,1
4691,91,78,1
4692,54,86,1
4693,43,52,0
4694,108,22,0
4695,17,69,1
4696,32,51,1
4697,94,13,1
4698,50,82,0
4699,82,47,0
4700,31,8,0
4701,63,92,1
4702,8,66,0
4703,15,83,0
4704,92,42,0
4705,7,23,1
4706,39,46,1
4707,74,39,1
4708,90,97,0
4709,24,80,1
4710,71,86,1
4711,36,39,1
4712,2,31,1
4713,88,58,0
4714,86,28,0
4715,106,62,0
4716,1,61,1
4717,97,39,1
4718,74,51,1
4719,90,23,0
4720,22,100,0
4721,64,4,0
4722,39,67,0
4723,66,67,1
4724,46,40,0
4725,103,38,0
4726,31,65,0
4727,20,92,1
4728,51,58,0
4729,36,28,0
4730,82,23,1
4731,91,63,0
4732,64,53,0
4733,26,93,0
4734,16,38,1
4735,77,7,0
4736,49,55,1
4737,28,50,1
4738,56,101,0
4739,12,64,1
4740,13,63,0
4741,48,50,1
4742,63,44,1
4743,34,62,1
4744,66,49,1
4745,53,13,0
4746,93,81,1
4747,41,87,1
4748,10,27,1
4749,65,24,1
4750,43,10,1
4751,76,39,0
4752,9,74,0
4753,92,32,0
4754,74,26,0
4755,102,27,1
4756,13,91,0
4757,65,64,1
4758,81,101,1
4759,70,76,0
4760,60,96,0
4761,35,45,0
4762,74,20,1
4763,7,21,1
4764,54,71,0
4765,33,22,0
4766,39,11,0
4767,33,12,0
4768,75,84,1
4769,36,3,0
4770,63,72,1
4771,9,74,0
4772,56,36,0
4773,58,57,1
4774,88,72,1
4775,53,31,1
4776,69,68,1
4777,108,36,1
4778,59,7,0
4779,5,17,0
4780,84,17,1
4781,57,24,0
4782,4,35,1
4783,48,53,1
4784,20,49,1
4785,105,52,1
4786,103,71,1
4787,5,70,1
4788,32,21,1
4789,70,82,0
4790,96,93,0
4791,94,5,0
4792,65,69,1
4793,108,53,0
4794,79,36,0
4795,67,20,1
4796,8,93,1
4797,32,43,1
4798,46,75,0
4799,84,87,0
4800,70,44,0
4801,96,91,0
4802,68,59,1
4803,58,91,0
4804,33,66,1
4805,97,22,0
4806,18,40,0
4807,55,101,0
4808,106,3,0
4809,81,39,0
4810,102,70,1
4811,44,88,1
4812,19,14,1
4813,78,101,1
4814,103,36,0
4815,106,4,1
4816,88,23,1
4817,104,87,1
4818,27,78,0
4819,109,90,1
4820,40,41,0
4821,36,68,0
4822,87,21,0
4823,21,85,0
4824,23,49,1
4825,98,38,0
4826,39,6,0
4827,44,17,1
4828,93,45,0
4829,35,88,0
4830,85,33,1
4831,48,42,0
4832,101,53,0
4833,34,64,1
4834,43,76,0
4835,54,28,0
4836,33,83,0
4837,39,11,0
4838,31,79,0
4839,103,107,0
4840,79,80,0
4841,48,53,1
4842,75,76,0
4843,16,1,1
4844,82,55,1
4845,106,56,1
4846,25,20,1
4847,77,13,1
4848,86,74,1
4849,4,12,0
4850,70,41,0
4851,5,66,1
4852,48,34,0
4853,90,85,0
4854,11,51,1
4855,64,56,1
4856,97,40,1
4857,65,30,1
4858,45,108,1
4859,103,72,1
4860,20,36,1
4861,20,34,1
4862,79,5,0
4863,18,65,0
4864,78,32,1
4865,77,85,1
4866,11,86,0
4867,22,105,1
4868,65,22,0
4869,87,12,0
4870,46,40,0
4871,85,49,1
4872,5,89,0
4873,85,86,0
4874,23,40,1
4875,50,37,0
4876,3,93,1
4877,76,69,0
4878,89,59,0
4879,28,18,1
4880,75,77,0
4881,49,1,0
4882,60,78,0
4883,97,105,1
4884,84,109,1
4885,98,26,0
4886,30,95,0
4887,65,61,1
4888,93,78,0
4889,3,89,0
4890,39,13,0
4891,103,25,0
4892,109,106,1
4893,11,28,0
4894,74,1,0
4895,60,101,0
4896,36,108,1
4897,86,52,1
4898,41,70,1
4899,74,79,1
4900,59,60,1
4901,71,74,0
4902,79,80,0
4903,72,18,1
4904,98,78,0
4905,49,3,0
4906,4,10,1
4907,26,30,1
4908,99,62,1
4909,47,83,0
4910,27,64,0
4911,36,59,0
4912,100,37,0
4913,25,33,0
4914,81,8,0
4915,2,75,0
4916,81,71,1
4917,102,77,0
4918,39,50,1
4919,99,104,0
4920,89,39,1
4921,88,49,1
4922,44,36,1
4923,109,44,0
4924,54,29,1
4925,57,15,1
4926,44,91,1
4927,98,11,1
4928,73,55,1
4929,56,88,0
4930,1,6,1
4931,12,42,0
4932,25,51,0
4933,15,48,1
4934,52,27,1
4935,36,75,0
4936,32,17,1
4937,77,19,1
4938,33,39,1
4939,24,70,0
4940,90,56,0
4941,85,83,0
4942,83,11,1
4943,39,18,0
4944,83,19,1
4945,32,74,0
4946,84,76,0
4947,20,50,1
4948,14,12,1
4949,7,60,1
4950,75,56,1
4951,4,85,0
4952,44,78,1
4953,43,28,1
4954,86,54,1
4955,77,65,1
4956,92,17,0
4957,30,17,0
4958,5,87,1
4959,42,58,1
4960,102,61,1
4961,64,63,0
4962,82,6,1
4963,72,67,0
4964,13,34,1
4965,15,38,0
4966,105,101,1
4967,98,99,0
4968,79,5,1
4969,45,87,1
4970,74,16,0
4971,78,42,0
4972,22,66,1
4973,21,91,0
4974,67,3,1
4975,55,61,1
4976,60,9,0
4977,30,11,0
4978,71,52,0
4979,47,71,1
4980,31,43,0
4981,53,12,0
4982,78,83,0
4983,76,7,0
4984,105,74,0
4985,7,40,0
4986,100,3,1
4987,72,30,1
4988,54,43,0
4989,76,97,0
4990,75,79,1
4991,88,72,1
4992,23,37,0
4993,29,10,0
4994,13,80,0
4995,6,87,1
4996,89,57,0
4997,21,14,1
4998,77,67,0
4999,16,23,1
5000,40,62,1
5001,91,78,1
5002,38,6,0
5003,44,91,0
5004,8,3,1
5005,96,95,0
5006,101,5,0
5007,41,33,1
5008,52,96,0
5009,66,11,1
5010,42,18,0
5011,12,45,0
5012,42,86,0
5013,53,37,0
5014,96,13,1
5015,49,73,0
5016,80,3,1
5017,14,68,0
5018,45,26,1
5019,44,33,0
5020,84,52,0
5021,66,28,1
5022,94,19,0
5023,51,97,0
5024,8,76,0
5025,78,59,1
5026,18,107,0
5027,79,97,0
5028,2,10,0
5029,64,35,1
5030,88,48,1
5031,8,21,1
5032,67,71,1
5033,12,62,1
5034,21,8,1
5035,99,11,1
5036,19,23,1
5037,1,109,1
5038,58,52,1
5039,53,52,0
5040,44,50,1
5041,17,30,1
5042,106,37,0
5043,57,76,0
5044,21,4,0
5045,109,21,1
5046,7,70,1
5047,70,58,1
5048,15,60,1
5049,32,12,1
5050,67,58,1
5051,82,69,1
5052,74,43,1
5053,69,81,1
5054,96,39,0
5055,60,83,1
5056,29,92,0
5057,55,94,1
5058,27,5,0
5059,84,48,0
5060,20,45,1
5061,31,55,0
5062,88,18,1
5063,54,94,0
5064,59,10,0
5065,89,104,0
5066,45,4,0
5067,100,51,1
5068,104,6,1
5069,106,48,0
5070,60,61,1
5071,33,68,0
5072,57,61,1
5073,78,73,1
5074,7,12,1
5075,52,26,1
5076,37,45,1
5077,80,61,1
5078,8,61,0
5079,63,11,1
5080,92,99,0
5081,45,53,1
5082,66,72,0
5083,93,86,1
5084,29,46,0
5085,25,88,0
5086,101,95,0
5087,39,61,1
5088,28,69,0
5089,95,101,1
5090,107,23,1
5091,52,107,0
5092,30,86,0
5093,63,61,1
5094,11,65,0
5095,89,49,1
5096,19,21,1
5097,98,24,0
5098,83,40,0
5099,62,78,0
5100,108,9,1
5101,3,14,0
5102,76,33,0
5103,67,63,0
5104,52,103,1
5105,60,34,0
5106,74,38,1
5107,86,82,0
5108,24,54,1
5109,30,11,0
5110,15,41,0
5111,94,74,0
5112,46,36,1
5113,91,45,0
5114,56,18,0
5115,80,99,0
5116,104,63,0
5117,63,83,0
5118,87,38,1
5119,45,74,0
5120,13,88,0
5121,1,34,1
5122,13,23,0
5123,16,1,0
5124,31,103,0
5125,51,54,0
5126,10,40,0
5127,5,86,1
5128,20,26,1
5129,95,79,0
5130,100,13,0
5131,73,75,0
5132,89,96,0
5133,68,51,0
5134,27,91,1
5135,13,59,1
5136,31,8,0
5137,100,79,0
5138,77,94,0
5139,71,72,0
5140,93,109,1
5141,89,103,0
5142,6,81,0
5143,15,66,0
5144,22,98,1
5145,6,96,0
5146,21,108,0
5147,47,70,0
5148,47,37,0
5149,109,10,0
5150,58,73,0
5151,55,12,1
5152,96,52,0
5153,102,57,1
5154,84,55,1
5155,4,45,0
5156,88,71,1
5157,44,30,1
5158,56,4,1
5159,15,69,0
5160,80,32,0
5161,45,65,0
5162,6,100,0
5163,91,88,1
5164,50,74,0
5165,89,47,0
5166,19,53,1
5167,3,53,1
5168,35,94,1
5169,57,97,0
5170,74,33,1
5171,63,93,0
5172,40,59,1
5173,61,11,1
5174,9,74,0
5175,13,50,0
5176,81,87,1
5177,43,58,0
5178,105,88,1
5179,26,74,0
5180,3,38,1
5181,108,75,0
5182,58,103,1
5183,79,47,1
5184,55,28,1
5185,30,53,1
5186,1,11,0
5187,47,10,0
5188,29,2,1
5189,92,27,0
5190,66,72,1
5191,57,52,1
5192,38,2,1
5193,39,21,1
5194,24,6,1
5195,5,53,0
5196,108,74,0
5197,24,87,0
5198,66,74,1
5199,48,6,0
5200,7,2,1
5201,63,62,1
5202,11,22,1
5203,74,16,0
5204,33,88,0
5205,30,82,0
5206,15,13,1
5207,63,81,1
5208,39,106,0
5209,98,15,0
5210,75,10,0
5211,8,54,0
5212,74,86,1
5213,28,58,1
5214,27,47,1
5215,7,60,1
5216,20,40,0
5217,89,12,1
5218,102,5,1
5219,91,90,1
5220,49,83,0
5221,50,22,0
5222,89,29,0
5223,50,48,0
5224,41,33,1
5225,105,82,1
5226,18,65,0
5227,46,26,1
5228,68,62,0
5229,77,24,1
5230,34,88,1
5231,105,81,0
5232,63,78,1
5233,65,41,0
5234,83,71,0
5235,81,41,0
5236,103,109,1
5237,35,107,0
5238,29,43,1
5239,102,88,0
5240,101,37,0
5241,50,8,0
5242,35,42,1
5243,67,97,0
5244,2,16,0
5245,71,16,0
5246,16,97,0
5247,86,90,0
5248,109,74,1
5249,68,72,0
5250,87,61,1
5251,29,5,0
5252,43,22,0
5253,56,63,0
5254,4,95,1
5255,72,101,0
5256,31,47,0
5257,87,32,0
5258,100,67,1
5259,105,59,1
5260,72,69,0
5261,75,80,1
5262,62,75,0
5263,28,99,1
5264,59,85,0
5265,31,73,0
5266,8,60,1
5267,96,39,1
5268,46,82,0
5269,73,45,0
5270,52,57,1
5271,48,100,0
5272,89,22,0
5273,3,45,1
5274,84,66,0
5275,68,42,0
5276,7,101,1
5277,61,54,0
5278,60,108,1
5279,26,50,1
5280,7,51,0
5281,33,64,1
5282,30,2,1
5283,7,82,1
5284,35,14,0
5285,40,101,1
5286,28,24,0
5287,108,85,0
5288,38,17,0
5289,35,78,1
5290,45,105,1
5291,48,62,1
5292,23,75,0
5293,32,81,0
5294,78,48,1
5295,66,6,0
5296,42,47,1
5297,8,39,0
5298,56,87,0
5299,25,38,0
5300,26,53,0
5301,88,64,1
5302,90,41,0
5303,78,109,1
5304,24,104,1
5305,67,55,1
5306,40,58,0
5307,61,50,0
5308,101,7,0
5309,29,42,0
5310,66,98,0
5311,62,46,0
5312,75,3,1
5313,65,19,1
5314,76,63,0
5315,37,19,1
5316,61,41,0
5317,16,48,1
5318,41,52,0
5319,53,100,0
5320,52,2,0
5321,82,95,0
5322,100,103,1
5323,57,15,1
5324,81,22,0
5325,20,37,1
5326,84,101,0
5327,50,60,1
5328,13,3,1
5329,75,51,0
5330,17,45,0
5331,52,15,0
5332,37,80,1
5333,29,78,0
5334,24,25,0
5335,26,22,0
5336,29,73,0
5337,89,13,0
5338,88,52,1
5339,60,59,0
5340,81,75,1
5341,48,71,1
5342,36,80,1
5343,55,58,0
5344,47,76,1
5345,29,5,0
5346,97,55,1
5347,28,41,0
5348,56,23,0
5349,58,34,1
5350,63,85,1
5351,2,85,0
5352,96,33,0
5353,5,2,1
5354,5,105,1
5355,12,43,1
5356,53,73,1
5357,28,58,0
5358,45,24,1
5359,65,82,0
5360,45,27,0
5361,89,17,1
5362,109,36,0
5363,106,51,1
5364,70,24,1
5365,85,79,1
5366,1,104,1
5367,35,63,0
5368,54,86,0
5369,48,27,1
5370,68,37,0
5371,58,11,0
5372,32,26,1
5373,17,30,1
5374,52,55,1
5375,56,89,1
5376,30,89,0
5377,89,59,1
5378,97,44,1
5379,96,55,0
5380,13,59,1
5381,40,4,1
5382,31,62,0
5383,108,103,1
5384,74,109,1
5385,66,96,0
5386,2,84,1
5387,78,28,0
5388,73,75,1
5389,52,34,1
5390,40,32,1
5391,14,68,1
5392,22,55,1
5393,107,18,0
5394,107,65,0
5395,86,61,1
5396,91,82,0
5397,94,76,1
5398,68,71,1
5399,62,21,1
5400,18,43,1
5401,103,107,0
5402,15,62,1
5403,7,40,1
5404,67,87,0
5405,2,20,0
5406,97,7,1
5407,15,51,1
5408,31,32,0
5409,82,38,0
5410,87,102,0
5411,5,54,0
5412,4,97,1
5413,1,82,1
5414,13,16,1
5415,16,32,0
5416,43,3,0
5417,67,43,0
5418,39,20,0
5419,63,107,1
5420,28,43,1
5421,104,5,0
5422,70,1,0
5423,73,49,1
5424,19,39,0
5425,1,6,0
5426,24,19,1
5427,38,39,1
5428,34,49,0
5429,87,23,0
5430,87,57,0
5431,10,42,0
5432,102,56,0
5433,60,105,0
5434,30,4,0
5435,15,6,0
5436,63,96,0
5437,72,96,0
5438,84,9,0
5439,14,43,0
5440,65,49,1
5441,35,31,0
5442,46,65,0
5443,36,3,1
5444,47,107,1
5445,86,26,1
5446,30,23,1
5447,40,24,0
5448,96,56,0
5449,57,86,0
5450,7,75,1
5451,27,48,1
5452,104,19,1
5453,93,32,0
5454,48,25,1
5455,48,109,0
5456,88,65,0
5457,94,18,1
5458,78,82,1
5459,90,77,0
5460,53,42,0
5461,75,84,1
5462,4,63,0
5463,26,78,0
5464,71,7,0
5465,68,90,1
5466,8,50,0
5467,92,8,1
5468,35,50,1
5469,99,36,0
5470,102,103,0
5471,20,11,0
5472,37,48,1
5473,59,57,0
5474,30,52,0
5475,45,5,0
5476,85,10,0
5477,29,82,0
5478,93,34,1
5479,102,63,0
5480,84,47,0
5481,96,51,0
5482,28,82,0
5483,92,102,0
5484,18,67,0
5485,46,62,1
5486,97,40,1
5487,104,90,1
5488,104,32,1
5489,32,55,1
5490,62,103,0
5491,44,46,0
5492,59,23,1
5493,19,26,0
5494,100,85,1
5495,2,83,0
5496,78,82,0
5497,76,56,1
5498,63,95,1
5499,66,7,1
5500,55,87,1
5501,83,45,1
5502,28,94,0
5503,82,47,0
5504,105,37,1
5505,11,95,1
5506,16,73,1
5507,27,24,0
5508,59,21,1
5509,82,37,1
5510,14,74,1
5511,47,89,1
5512,44,1,0
5513,42,69,1
5514,80,16,0
5515,30,14,0
5516,24,106,1
5517,92,104,0
